Protein IDs	Majority protein IDs	Peptide counts (all)	Peptide counts (razor+unique)	Peptide counts (unique)	Fasta headers	Number of proteins	Peptides	Razor + unique peptides	Unique peptides	Sequence coverage [%]	Unique + razor sequence coverage [%]	Unique sequence coverage [%]	Mol. weight [kDa]	Sequence length	Sequence lengths	Q-value	Score	Reporter intensity corrected 1	Reporter intensity corrected 2	Reporter intensity corrected 3	Reporter intensity corrected 4	Reporter intensity corrected 5	Reporter intensity corrected 6	Reporter intensity corrected 7	Reporter intensity corrected 8	Reporter intensity corrected 9	Reporter intensity corrected 10	Reporter intensity corrected 11	Reporter intensity corrected 12	Reporter intensity corrected 13	Reporter intensity corrected 14	Reporter intensity corrected 15	Reporter intensity corrected 16	Reporter intensity 1	Reporter intensity 2	Reporter intensity 3	Reporter intensity 4	Reporter intensity 5	Reporter intensity 6	Reporter intensity 7	Reporter intensity 8	Reporter intensity 9	Reporter intensity 10	Reporter intensity 11	Reporter intensity 12	Reporter intensity 13	Reporter intensity 14	Reporter intensity 15	Reporter intensity 16	Reporter intensity count 1	Reporter intensity count 2	Reporter intensity count 3	Reporter intensity count 4	Reporter intensity count 5	Reporter intensity count 6	Reporter intensity count 7	Reporter intensity count 8	Reporter intensity count 9	Reporter intensity count 10	Reporter intensity count 11	Reporter intensity count 12	Reporter intensity count 13	Reporter intensity count 14	Reporter intensity count 15	Reporter intensity count 16	Intensity	MS/MS count	Only identified by site	Reverse	Potential contaminant	id	Peptide IDs	Peptide is razor	Mod. peptide IDs	Evidence IDs	MS/MS IDs	Best MS/MS	Oxidation (M) site IDs	Oxidation (M) site positions
tr|A0A0D9RGD7|A0A0D9RGD7_CHLSB;tr|A0A0D9SAI3|A0A0D9SAI3_CHLSB	tr|A0A0D9RGD7|A0A0D9RGD7_CHLSB;tr|A0A0D9SAI3|A0A0D9SAI3_CHLSB	3;2	3;2	3;2	tr|A0A0D9RGD7|A0A0D9RGD7_CHLSB Uncharacterized protein OS=Chlorocebus sabaeus OX=60711 PE=4 SV=1;tr|A0A0D9SAI3|A0A0D9SAI3_CHLSB Uncharacterized protein OS=Chlorocebus sabaeus OX=60711 PE=4 SV=1	2	3	3	3	14.5	14.5	14.5	29.75	255	255;246	0	20.198	5750.7	5216.2	0	83.559	4693.3	10995	0	0	4513.1	8122.9	4567.5	11442	8511.6	12320	7851.5	6834.5	5245.5	4773.1	0	651	4340	10151	324.91	565.74	4348.2	7866	4858.7	11559	8515.7	12328	7511.9	6653	1	1	0	1	1	1	0	0	1	1	1	1	1	1	1	1	113530000	3				1663	6372;7329;9212	True;True;True	6653;7662;9637	10991;12550;15538	12548;14326;18050	12548;14326;18050		
tr|A0A0D9RGD8|A0A0D9RGD8_CHLSB	tr|A0A0D9RGD8|A0A0D9RGD8_CHLSB	5	2	2	tr|A0A0D9RGD8|A0A0D9RGD8_CHLSB Protein transport protein SEC23 OS=Chlorocebus sabaeus OX=60711 GN=SEC23B PE=3 SV=1	1	5	2	2	8.7	4	4	86.545	767	767	0	45.967	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	65568000	3				1664	1476;1569;4703;6391;14337	True;False;False;False;True	1551;1652;4902;6673;6674;15115	2573;2780;7838;11024;11025;11026;11027;11028;11029;23972;23973	2873;3114;8859;12585;12586;12587;12588;12589;12590;12591;27809;27810	2873;3114;8859;12588;27810	565	240
tr|A0A0D9RGE0|A0A0D9RGE0_CHLSB	tr|A0A0D9RGE0|A0A0D9RGE0_CHLSB	2	2	2	tr|A0A0D9RGE0|A0A0D9RGE0_CHLSB ULP_PROTEASE domain-containing protein OS=Chlorocebus sabaeus OX=60711 PE=4 SV=1	1	2	2	2	5.9	5.9	5.9	64.979	574	574	0	15.254	1276.8	1827	0	0	1859.1	2569.1	0	0	1477.4	1851	1717.2	2583.6	2251.9	3059.8	1605.9	1945.3	1164.6	1671.5	0	0	1717.2	2374.5	0	0	1433.4	1797.7	1768.8	2621.8	2248	3064.4	1545.3	1885.4	1	1	0	0	1	1	0	0	1	1	1	1	1	1	1	1	80732000	3				1665	9426;9791	True;True	9854;9855;10236	15895;15896;16529	18460;18461;19238	18460;19238	566	204
tr|A0A0D9RGE3|A0A0D9RGE3_CHLSB	tr|A0A0D9RGE3|A0A0D9RGE3_CHLSB	4	4	4	tr|A0A0D9RGE3|A0A0D9RGE3_CHLSB Thimet oligopeptidase 1 OS=Chlorocebus sabaeus OX=60711 GN=THOP1 PE=3 SV=1	1	4	4	4	12.5	12.5	12.5	50.707	441	441	0	64.125	12023	14091	2.4448	36.075	12899	19456	0	6.7325	11458	14937	11853	20928	16099	23209	16255	15810	10967	12892	218.84	279.05	11922	17981	160.6	916.77	11056	14492	12330	21181	16269	23337	15527	15293	4	4	1	1	4	4	0	1	4	4	4	4	4	4	4	4	352090000	6				1666	1712;11768;17243;17874	True;True;True;True	1801;12410;18160;18818	3025;3026;19833;19834;28990;29947	3395;3396;23067;23068;33832;34906	3395;23068;33832;34906		
tr|A0A0D9RGF3|A0A0D9RGF3_CHLSB	tr|A0A0D9RGF3|A0A0D9RGF3_CHLSB	2	2	2	tr|A0A0D9RGF3|A0A0D9RGF3_CHLSB Uncharacterized protein OS=Chlorocebus sabaeus OX=60711 PE=4 SV=1	1	2	2	2	7.3	7.3	7.3	21.22	192	192	0.00035039	10.898	2003.2	1937.6	95.757	0	2443	2340	0	85.723	2039.1	1802	2034.8	1455.6	2435.8	2073.5	1412.3	1918.9	1828.1	1772.7	223.4	0	2265.1	2165.8	0	217.47	1965.7	1723.3	2095.7	1525.7	2422.9	2095	1366.9	1842.2	2	2	1	0	2	2	0	1	2	2	2	2	2	2	2	2	10400000	2				1667	12935;14522	True;True	13633;15307	21726;24257	25271;28120	25271;28120		
tr|A0A0D9RGG2|A0A0D9RGG2_CHLSB	tr|A0A0D9RGG2|A0A0D9RGG2_CHLSB	4	4	4	tr|A0A0D9RGG2|A0A0D9RGG2_CHLSB Jupiter microtubule associated homolog 2 OS=Chlorocebus sabaeus OX=60711 GN=JPT2 PE=4 SV=1	1	4	4	4	23.2	23.2	23.2	19.999	190	190	0	54.515	6082.2	6597.4	26.567	0	5850.9	8663	0.058715	117.33	5982.2	7308.8	4388.3	7891.8	7713.7	10009	7668.8	6997.5	5548.2	6036.1	277.9	0	5413.1	8011.5	267.74	490.32	5709.4	7034.3	4666.5	8108.4	7750.5	10036	7326.9	6763.2	5	5	1	0	5	5	1	1	5	5	4	5	5	5	5	5	184740000	7				1668	5775;12817;15355;15483	True;True;True;True	6030;13514;16185;16317	9716;21569;21570;21571;25675;25909	10994;25100;25101;25102;25103;29831;30110	10994;25100;29831;30110		
tr|A0A0D9RGG4|A0A0D9RGG4_CHLSB	tr|A0A0D9RGG4|A0A0D9RGG4_CHLSB	20	20	20	tr|A0A0D9RGG4|A0A0D9RGG4_CHLSB Splicing factor 3b subunit 1 OS=Chlorocebus sabaeus OX=60711 GN=SF3B1 PE=4 SV=1	1	20	20	20	23.7	23.7	23.7	145.83	1304	1304	0	196.7	49422	45709	263.84	140.83	50094	81105	0	275.56	43504	54752	42584	92922	68659	100120	61127	60548	45073	41814	3141.4	2942.5	46220	74845	1534	4526.8	41838	53602	44846	93401	68774	100410	58525	58773	14	14	2	1	13	14	0	2	13	14	14	14	14	14	14	14	1484600000	30				1669	117;620;728;733;2568;3226;4982;5129;6309;6932;7400;7427;8254;8257;10165;10750;12125;13068;16539;17246	True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True	124;652;764;769;2692;3365;5195;5349;6589;7233;7736;7763;8627;8630;10624;11236;12783;12784;13776;17414;18163	199;1117;1322;1327;4476;4477;5499;8291;8292;8549;10891;11881;11882;11883;11884;12656;12709;14042;14045;17080;17992;20410;20411;21955;27770;27771;28993	215;1238;1470;1471;1476;5090;5091;6206;9366;9367;9659;12442;13571;13572;13573;13574;14439;14519;16279;16283;19865;20890;23768;23769;25538;32362;32363;32364;32365;33835	215;1238;1471;1476;5090;6206;9367;9659;12442;13574;14439;14519;16279;16283;19865;20890;23768;25538;32363;33835	567	407
tr|A0A0D9RGH2|A0A0D9RGH2_CHLSB	tr|A0A0D9RGH2|A0A0D9RGH2_CHLSB	1	1	1	tr|A0A0D9RGH2|A0A0D9RGH2_CHLSB COMM domain containing 2 OS=Chlorocebus sabaeus OX=60711 GN=COMMD2 PE=4 SV=1	1	1	1	1	9.5	9.5	9.5	22.803	199	199	0.0011782	6.4339	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17485000	1				1670	15083	True	15898	25218	29234	29234		
tr|A0A0D9RGH7|A0A0D9RGH7_CHLSB	tr|A0A0D9RGH7|A0A0D9RGH7_CHLSB	1	1	1	tr|A0A0D9RGH7|A0A0D9RGH7_CHLSB Myosin VA OS=Chlorocebus sabaeus OX=60711 GN=MYO5A PE=3 SV=1	1	1	1	1	0.9	0.9	0.9	150.23	1287	1287	0.0023296	6.3618	7483.8	13471	0	0	7616.3	15363	0	0	8050.9	7739.7	5762.8	28427	9555.7	16046	9757	9141.9	6824.6	12323	533.98	1083.1	7018.7	14164	493.79	407.17	7663.6	7957.3	6187.9	27640	9622.9	16511	9317.6	8893.6	1	1	0	0	1	1	0	0	1	1	1	1	1	1	1	1	14492000	1				1671	16585	True	17463	27849	32465	32465		
tr|A0A0D9RGH9|A0A0D9RGH9_CHLSB	tr|A0A0D9RGH9|A0A0D9RGH9_CHLSB	25	24	23	tr|A0A0D9RGH9|A0A0D9RGH9_CHLSB Lamin B2 OS=Chlorocebus sabaeus OX=60711 GN=LMNB2 PE=3 SV=1	1	25	24	23	44.6	43.2	41.5	69.987	621	621	0	295.59	115260	110700	156.24	591.6	117380	196240	0	235.8	101740	142230	100290	232540	166500	242790	161090	148150	105110	101260	4603	6768.4	108230	180940	3705.4	9707.8	97908	138770	105920	233680	167260	243780	153990	143770	27	27	1	3	27	27	0	2	27	27	27	27	27	27	27	27	3711600000	37				1672	32;501;1065;3083;3991;4722;5460;5741;8189;8357;9174;9217;9741;10008;10506;10742;10931;12022;12847;13143;13438;13726;15637;15652;16307	True;True;True;True;True;True;True;True;False;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True	36;37;525;1116;3212;4169;4923;5691;5996;8560;8740;9598;9642;10185;10462;10983;11227;11426;12676;13544;13860;14171;14472;16472;16488;17173	62;63;871;1820;5251;6709;7874;9094;9666;13951;13952;13953;13954;14193;15484;15544;15545;15546;16462;16866;16867;17619;17970;18277;20241;21610;22070;22550;22970;26197;26198;26216;27416;27417;27418	64;65;961;2018;5936;7558;8900;10279;10940;16178;16179;16180;16181;16454;17993;18057;18058;18059;19150;19151;19615;19616;19617;20480;20481;20862;21205;23569;25144;25145;25656;26203;26671;30456;30457;30458;30477;31932;31933;31934;31935	64;961;2018;5936;7558;8900;10279;10940;16179;16454;17993;18057;19151;19615;20481;20862;21205;23569;25145;25656;26203;26671;30456;30477;31934	568	21
tr|A0A0D9RGI1|A0A0D9RGI1_CHLSB	tr|A0A0D9RGI1|A0A0D9RGI1_CHLSB	1	1	1	tr|A0A0D9RGI1|A0A0D9RGI1_CHLSB Peroxisomal biogenesis factor 6 OS=Chlorocebus sabaeus OX=60711 GN=PEX6 PE=4 SV=1	1	1	1	1	1.9	1.9	1.9	103.85	980	980	0.00033636	8.3385	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12385000	1				1673	1024	True	1073	1759	1951	1951		
tr|A0A0D9RGI5|A0A0D9RGI5_CHLSB	tr|A0A0D9RGI5|A0A0D9RGI5_CHLSB	6	6	6	tr|A0A0D9RGI5|A0A0D9RGI5_CHLSB DNA-directed RNA polymerase subunit OS=Chlorocebus sabaeus OX=60711 GN=POLR2A PE=3 SV=1	1	6	6	6	4.9	4.9	4.9	217.68	1971	1971	0	40.644	5024.8	4916.9	0	0	5278.8	11234	0	0	5667.5	5826.7	4294.1	9339.6	8145.1	13773	7068.7	6270.4	4582.6	4498	359.05	436.76	4872.3	10364	410.08	619.57	5412.5	5698.7	4634.5	9530	8127.8	13602	6771.1	6148.9	2	2	0	0	2	2	0	0	2	2	2	2	2	2	2	2	115740000	7				1674	5111;7984;11322;12142;13892;16819	True;True;True;True;True;True	5329;8346;11874;12801;14646;17719	8498;13633;18967;20431;20432;23225;28288	9588;15747;22040;23793;23794;26963;33002	9588;15747;22040;23793;26963;33002		
tr|A0A0D9RGI6|A0A0D9RGI6_CHLSB	tr|A0A0D9RGI6|A0A0D9RGI6_CHLSB	7	3	3	tr|A0A0D9RGI6|A0A0D9RGI6_CHLSB Clathrin heavy chain OS=Chlorocebus sabaeus OX=60711 GN=CLTCL1 PE=3 SV=1	1	7	3	3	4	1.7	1.7	217.21	1914	1914	0	41.152	4066.8	3740.2	0	0	3568.6	4154.5	0	0	3631.3	3024.3	3386.8	2609.8	4128.4	5191.7	2866.4	3400.5	3709.5	3421.9	0	0	3301.4	3842.1	0	0	3490.9	2894.8	3505.9	2776.9	4125.6	5145.7	2760.2	3292.5	1	1	0	0	1	1	0	0	1	1	1	1	1	1	1	1	193570000	4				1675	479;1090;4263;7356;11950;15013;17077	True;False;True;False;False;False;True	502;1147;4451;7690;12599;15823;17986;17987	826;1913;1914;7155;12586;12587;12588;12589;20103;20104;20105;20106;25100;28720;28721	907;2160;2161;2162;8076;14365;14366;14367;14368;23407;23408;23409;23410;23411;29096;33508;33509	907;2160;8076;14366;23409;29096;33508	181;569	181;670
tr|A0A0D9RGI8|A0A0D9RGI8_CHLSB	tr|A0A0D9RGI8|A0A0D9RGI8_CHLSB	2	2	2	tr|A0A0D9RGI8|A0A0D9RGI8_CHLSB Male-enhanced antigen 1 OS=Chlorocebus sabaeus OX=60711 GN=MEA1 PE=4 SV=1	1	2	2	2	18.8	18.8	18.8	19.901	186	186	0	14.289	2373.6	3145.9	0	301.83	2917.4	5472.4	0	0	3677.7	4737.9	3460	6186.5	5543.8	9006.6	5240	4893.1	2165.1	2880.9	0	606.77	2696.4	5074.8	0	327.55	3536.8	4583.3	3651.1	6350	5567.3	8934.6	5011.1	4766.2	1	1	0	1	1	1	0	0	1	1	1	1	1	1	1	1	92642000	4				1676	3230;15318	True;True	3369;16140;16141	5506;25601;25602;25603	6213;29749;29750;29751	6213;29749	570	146
tr|A0A0D9RGJ0|A0A0D9RGJ0_CHLSB	tr|A0A0D9RGJ0|A0A0D9RGJ0_CHLSB	2	2	2	tr|A0A0D9RGJ0|A0A0D9RGJ0_CHLSB Pseudouridine synthase 7 OS=Chlorocebus sabaeus OX=60711 GN=PUS7 PE=4 SV=1	1	2	2	2	3.2	3.2	3.2	77.102	679	679	0.00037994	12.41	1534.5	1099.9	0	0	1358.9	1398.5	0	0	1582.7	1111.8	1674	1373.7	1408.9	2116.2	1256.7	1120	1399.8	1006.3	0	0	1257.1	1292.9	0	0	1527.9	1075.8	1697.4	1416.8	1436.4	2095.2	1203.4	1092	1	1	0	0	1	1	0	0	1	1	1	1	1	1	1	1	41491000	2				1677	4284;15125	True;True	4473;15940	7200;25283	8127;29308	8127;29308		
tr|A0A0D9RGJ5|A0A0D9RGJ5_CHLSB	tr|A0A0D9RGJ5|A0A0D9RGJ5_CHLSB	9	9	9	tr|A0A0D9RGJ5|A0A0D9RGJ5_CHLSB Ribosomal protein S14 OS=Chlorocebus sabaeus OX=60711 GN=RPS14 PE=3 SV=1	1	9	9	9	49	49	49	16.291	151	151	0	224.22	49310	55077	0	270.99	51759	67754	100.77	119.58	47224	55323	49183	70839	56853	80959	56053	50566	44967	50376	1710.7	2041.4	47724	62481	1876.3	3579.6	45555	53439	50665	71976	57621	81125	53566	49034	16	16	0	1	16	16	2	1	16	16	16	16	16	16	16	16	4342200000	33				1678	277;1851;3457;6419;13834;15169;15395;16295;16978	True;True;True;True;True;True;True;True;True	290;291;1947;3612;6702;14586;15986;16226;17161;17881;17882	493;494;495;496;497;3264;5880;5881;11065;11066;11067;11068;11069;11070;11071;11072;11073;11074;23136;25351;25352;25353;25354;25355;25762;27396;28524;28525;28526	544;545;546;547;548;3675;6643;6644;12631;12632;12633;12634;12635;12636;12637;12638;12639;12640;26862;29398;29399;29400;29401;29402;29403;29404;29405;29933;31906;33255;33256;33257;33258	546;3675;6643;12631;26862;29401;29933;31906;33256	571;572;573	60;75;124
tr|A0A0D9RGJ8|A0A0D9RGJ8_CHLSB	tr|A0A0D9RGJ8|A0A0D9RGJ8_CHLSB	6	6	6	tr|A0A0D9RGJ8|A0A0D9RGJ8_CHLSB Serine/threonine-protein phosphatase 2A 56 kDa regulatory subunit OS=Chlorocebus sabaeus OX=60711 GN=PPP2R5D PE=3 SV=1	1	6	6	6	13	13	13	69.991	602	602	0	39.092	4023.4	3043.3	2.8571	1.4191	3436.3	10069	0	0	2970.9	5174.3	2678.7	12165	6266.5	11670	6836.7	5400.2	3670	2784.4	390.29	386.19	3176.5	9289.9	202.65	652.49	2849.8	5163.8	2932.1	12081	6294.9	11670	6521.1	5292.8	1	1	1	1	1	1	0	0	1	1	1	1	1	1	1	1	132660000	6				1679	532;2666;3545;10285;16537;16646	True;True;True;True;True;True	556;2790;3704;10756;17412;17528	921;4626;6031;17267;27768;27937	1017;5248;6810;20070;32360;32561	1017;5248;6810;20070;32360;32561	574;575	400;521
tr|A0A0D9RGK7|A0A0D9RGK7_CHLSB	tr|A0A0D9RGK7|A0A0D9RGK7_CHLSB	2	2	2	tr|A0A0D9RGK7|A0A0D9RGK7_CHLSB Profilin OS=Chlorocebus sabaeus OX=60711 PE=3 SV=1	1	2	2	2	4.1	4.1	4.1	41.026	392	392	0	47.734	7696	7199.2	0	38.428	8721	8664	0	81.886	5810	9030.2	7563.2	11547	10302	12266	9197.5	10199	7019.2	6586.9	185.3	291.61	8051	8015.3	0	200.63	5667.7	8721.9	7764.5	11709	10356	12435	8791.6	9815.2	6	5	0	1	5	4	0	1	5	5	5	6	6	6	5	6	531950000	7				1680	14429;15165	True;True	15212;15981	24111;25341;25342;25343;25344;25345;25346	27961;29388;29389;29390;29391;29392;29393	27961;29391		
tr|A0A0D9RGL2|A0A0D9RGL2_CHLSB	tr|A0A0D9RGL2|A0A0D9RGL2_CHLSB	3	3	3	tr|A0A0D9RGL2|A0A0D9RGL2_CHLSB Mitochondrial genome maintenance exonuclease 1 OS=Chlorocebus sabaeus OX=60711 GN=MGME1 PE=3 SV=1	1	3	3	3	12.9	12.9	12.9	39.155	342	342	0	20.058	3115.5	3480.5	0	0	2223.3	6993.5	0	0	2812.5	4550.7	3097	7896	4378.3	7654.1	4000.7	3774.2	2841.8	3184.3	0	0	2058.7	6459.2	0	0	2720.9	4462.4	3218.2	7897.8	4401.9	7662.5	3828.5	3689.8	1	1	0	0	1	1	0	0	1	1	1	1	1	1	1	1	83114000	4				1681	13624;16777;17781	True;True;True	14367;17676;18721	22828;28214;29819;29820	26522;32922;34769;34770	26522;32922;34770		
tr|A0A0D9RGL3|A0A0D9RGL3_CHLSB	tr|A0A0D9RGL3|A0A0D9RGL3_CHLSB	1	1	1	tr|A0A0D9RGL3|A0A0D9RGL3_CHLSB Intraflagellar transport 140 OS=Chlorocebus sabaeus OX=60711 GN=IFT140 PE=4 SV=1	1	1	1	1	1	1	1	165.04	1462	1462	0	21.157	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1				1682	1496	True	1573	2625	2930	2930		
tr|A0A0D9RGL4|A0A0D9RGL4_CHLSB	tr|A0A0D9RGL4|A0A0D9RGL4_CHLSB	1	1	1	tr|A0A0D9RGL4|A0A0D9RGL4_CHLSB Protein YIPF OS=Chlorocebus sabaeus OX=60711 GN=YIPF4 PE=3 SV=1	1	1	1	1	7.4	7.4	7.4	27.096	244	244	0.00059648	6.5425	3424.3	3485.3	0	0	3646.5	4665.8	0	0	3449.8	3781.2	2680.9	3084.1	3918.7	4732.4	4141.6	3747.1	3123.5	3188.7	0	0	3370.5	4313.1	308.46	0	3296.2	3607.9	2841.7	3241.4	3962.3	4744.2	3952.8	3610	1	1	0	0	1	1	0	0	1	1	1	1	1	1	1	1	38842000	1				1683	10267	True	10738	17246	20048	20048		
tr|A0A0D9RGL5|A0A0D9RGL5_CHLSB;tr|A0A0D9S2C5|A0A0D9S2C5_CHLSB	tr|A0A0D9RGL5|A0A0D9RGL5_CHLSB;tr|A0A0D9S2C5|A0A0D9S2C5_CHLSB	2;1	2;1	2;1	tr|A0A0D9RGL5|A0A0D9RGL5_CHLSB Ribosomal RNA processing 36 OS=Chlorocebus sabaeus OX=60711 GN=RRP36 PE=3 SV=1;tr|A0A0D9S2C5|A0A0D9S2C5_CHLSB Inhibitor of growth protein OS=Chlorocebus sabaeus OX=60711 GN=ING2 PE=3 SV=1	2	2	2	2	6.6	6.6	6.6	29.677	257	257;280	0.00035323	11.062	154.35	244.89	0	0	452.6	1514.4	0	0	746.25	579.58	289.68	1000.3	776	1453.9	737.81	655.65	140.79	224.06	0	0	417.76	1397	0	0	702.5	570.68	339.89	1018	773.64	1436.1	705.45	643.2	1	1	0	0	1	1	0	0	1	1	1	1	1	1	1	1	11544000	2				1684	10568;14026	True;True	11047;14782	17717;23467	20589;27255	20589;27255		
tr|A0A0D9RGL8|A0A0D9RGL8_CHLSB;tr|A0A0D9QX42|A0A0D9QX42_CHLSB	tr|A0A0D9RGL8|A0A0D9RGL8_CHLSB	4;1	4;1	4;1	tr|A0A0D9RGL8|A0A0D9RGL8_CHLSB Sorting nexin OS=Chlorocebus sabaeus OX=60711 GN=SNX5 PE=3 SV=1	2	4	4	4	13.1	13.1	13.1	46.76	404	404;343	0	28.466	9319.6	9171.3	0	0	8037	13197	0	0	7811.5	9227.7	6735.3	17176	11489	15615	10770	11648	8500.9	8388.3	0	656.22	7435.5	12169	0	936.36	7492.8	9068.6	7168.4	17128	11520	15850	10301	11239	2	2	0	0	2	2	0	0	2	2	2	2	2	2	2	2	139560000	5				1685	11665;15562;16936;17873	True;True;True;True	12303;16397;17839;18817	19668;26070;26071;28463;29946	22877;30308;30309;33192;34905	22877;30308;33192;34905		
tr|A0A0D9RGL9|A0A0D9RGL9_CHLSB	tr|A0A0D9RGL9|A0A0D9RGL9_CHLSB	12	12	12	tr|A0A0D9RGL9|A0A0D9RGL9_CHLSB Treacle ribosome biogenesis factor 1 OS=Chlorocebus sabaeus OX=60711 GN=TCOF1 PE=4 SV=1	1	12	12	12	9.1	9.1	9.1	156.34	1524	1524	0	92.944	28063	27128	0	0	27236	45886	0	210.82	22743	29306	23225	60558	38755	53604	36707	32495	25591	24813	901.23	1270.3	25109	42317	530.07	2349.5	21925	28971	24493	60163	38891	54116	35102	31542	10	10	0	0	10	10	0	1	10	10	10	10	10	10	10	10	415700000	16				1686	1320;3511;7474;7821;8250;8639;11951;14323;15370;15686;15820;16604	True;True;True;True;True;True;True;True;True;True;True;True	1391;3667;7810;8176;8623;9042;12600;15099;16200;16524;16665;17483	2316;5978;5979;12806;13351;14038;14609;20107;23949;23950;25703;26282;26506;27877	2595;6752;6753;14638;15372;15373;15374;16275;17015;23412;27785;27786;29866;30568;30838;32496	2595;6752;14638;15374;16275;17015;23412;27786;29866;30568;30838;32496		
tr|A0A0D9RGM2|A0A0D9RGM2_CHLSB	tr|A0A0D9RGM2|A0A0D9RGM2_CHLSB	3	3	3	tr|A0A0D9RGM2|A0A0D9RGM2_CHLSB Zinc finger CCCH-type containing 14 OS=Chlorocebus sabaeus OX=60711 GN=ZC3H14 PE=4 SV=1	1	3	3	3	7.6	7.6	7.6	82.932	736	736	0	22.631	1934.7	909.76	0	0	1763.8	3045.2	0	0	1065.8	2482.3	1317.2	7100	2819.6	4693.9	2708.4	2955.8	1764.7	832.35	0	0	1631.2	2811	0	0	1038.5	2509.4	1408.7	6954	2819.5	4803	2589.2	2866.1	1	1	0	0	1	1	0	0	1	1	1	1	1	1	1	1	101150000	4				1687	11535;14710;15520	True;True;True	12166;15501;16354	19443;19444;24532;25959	22626;22627;28412;30161	22627;28412;30161		
tr|A0A0D9RGM3|A0A0D9RGM3_CHLSB	tr|A0A0D9RGM3|A0A0D9RGM3_CHLSB	3	3	3	tr|A0A0D9RGM3|A0A0D9RGM3_CHLSB Cullin 7 OS=Chlorocebus sabaeus OX=60711 GN=CUL7 PE=3 SV=1	1	3	3	3	3	3	3	191.3	1697	1697	0	24.144	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23398000	3				1688	2693;3975;14380	True;True;True	2817;4152;15160	4658;6682;24042	5285;7528;27890	5285;7528;27890		
tr|A0A0D9RGN1|A0A0D9RGN1_CHLSB	tr|A0A0D9RGN1|A0A0D9RGN1_CHLSB	2	2	2	tr|A0A0D9RGN1|A0A0D9RGN1_CHLSB Translocase of inner mitochondrial membrane 13 OS=Chlorocebus sabaeus OX=60711 GN=TIMM13 PE=3 SV=1	1	2	2	2	25.3	25.3	25.3	10.53	95	95	0	55.156	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	138160000	3				1689	16826;17684	True;True	17727;18617	28301;28302;29666	33016;33017;34590	33016;34590		
tr|A0A0D9RGN2|A0A0D9RGN2_CHLSB	tr|A0A0D9RGN2|A0A0D9RGN2_CHLSB	3	3	3	tr|A0A0D9RGN2|A0A0D9RGN2_CHLSB Telomere maintenance 2 OS=Chlorocebus sabaeus OX=60711 GN=TELO2 PE=4 SV=1	1	3	3	3	6.1	6.1	6.1	91.622	837	837	0	18.822	3166	2702.4	0	6.9212	2039.7	5110.8	0	0	2413.7	2865.2	2223.2	5256.2	3787.8	5615.8	3213.2	3545.9	2886.8	2472.5	176.44	297.07	1879.1	4720.9	0	394.69	2319.9	2820.1	2355.8	5271.9	3783.3	5639.9	3079.5	3437.4	1	1	0	1	1	1	0	0	1	1	1	1	1	1	1	1	38636000	3				1690	1075;3885;8811	True;True;True	1127;4060;9222	1834;6549;14860	2032;7385;17315	2032;7385;17315		
tr|A0A0D9RGN3|A0A0D9RGN3_CHLSB	tr|A0A0D9RGN3|A0A0D9RGN3_CHLSB	7	7	7	tr|A0A0D9RGN3|A0A0D9RGN3_CHLSB Mitochondrial ribosomal protein L2 OS=Chlorocebus sabaeus OX=60711 GN=MRPL2 PE=4 SV=1	1	7	7	7	29.8	29.8	29.8	33.324	305	305	0	113.17	23364	21902	0	175.34	23187	36175	302.92	0	17512	27927	18999	43951	32901	48551	31007	29305	21303	20038	779.32	1559.3	21366	33405	1574.6	1983.4	16959	27229	20044	44311	32987	48650	29653	28447	5	5	0	1	5	5	2	0	5	5	5	5	5	5	5	5	237880000	7				1691	3075;4639;8696;13839;15179;16685;17284	True;True;True;True;True;True;True	3204;4837;9103;14591;15996;17577;18201	5242;7740;14684;23141;25367;28023;29047	5927;8754;17107;26867;29417;32664;33906	5927;8754;17107;26867;29417;32664;33906		
